DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2005-06-14,25744.0000,6574762.6329,-35871.0000,-0.5822,6574761.6329,6574761.6329,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2005-06-16,25750.0000,6584163.2333,-37986.0000,-0.5960,6584162.2067,6413823.4974,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2005-06-17,26092.0000,6588869.6590,-41249.0000,-0.6125,6588868.6052,6252755.2671,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2005-06-20,26045.0000,6593577.2746,-45577.0000,-0.6364,6593576.1974,6120991.5393,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2005-06-21,25721.0000,6598286.0778,-49917.0000,-0.6599,6598284.9764,5991009.4639,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,2005-06-22,25678.0000,6603000.4212,-56637.0000,-0.6881,6602999.2950,5863058.4075,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,2005-06-23,24815.0000,6607718.1330,-61981.0000,-0.7141,6607716.9813,5737570.3582,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2005-06-24,24916.0000,6612441.3960,-64743.0000,-0.7221,6612440.2185,5615627.2824,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2005-06-27,25255.0000,6617170.2834,-63636.0000,-0.7159,6617169.0793,5495284.9773,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2005-06-28,25261.0000,6621902.5528,16482.0000,1.8774,6621901.3204,5373304.9397,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2005-06-29,25126.0000,6626638.2064,16427.0000,1.8884,6626636.9451,5253818.6049,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2005-06-30,25051.0000,6631377.2467,16241.0000,1.8435,6631375.9589,5149552.5561,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2005-07-01,25311.0000,6636117.4215,16385.0000,1.8356,6636116.1064,5046272.1477,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,2005-07-04,25044.0000,6640863.2408,15401.0000,1.5971,6640861.8976,4943847.7930,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,2005-07-05,24674.0000,6645608.0048,14480.0000,1.4204,6645606.6318,4840371.5382,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,2005-07-06,24516.0000,6650356.1588,13879.0000,1.3048,6650354.7539,4733547.3931,CDI_ajustado_pct
