DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1990-01-02,63736.0000,1.0266,1996-10-07,66126.0000,1230367.5667,2390.0000,0.0375,1230366.5401,1198535.7556,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,1996-10-08,66515.0000,1231384.6746,-826.0000,-0.0123,1231383.6209,1168567.9109,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,1996-10-09,66310.0000,1232390.3096,-5312.0000,-0.0742,1232389.2324,1144059.5875,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,1996-10-10,66267.0000,1233404.9735,-9371.0000,-0.1239,1233403.8721,1119887.1066,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,1996-10-11,66086.0000,1234436.9264,-16229.0000,-0.1972,1234435.8002,1096103.2818,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,1996-10-14,66313.0000,1235469.7428,-20483.0000,-0.2360,1235468.5911,1072774.1498,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,1996-10-15,67449.0000,1236528.1326,-22210.0000,-0.2477,1236526.9551,1050122.8405,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,1996-10-16,67335.0000,1237570.9339,-21556.0000,-0.2425,1237569.7297,1027750.4266,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,1996-10-17,67660.0000,1238626.9903,58881.0000,6.7070,1238625.7579,1005075.9716,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,1996-10-18,67981.0000,1239667.4370,59282.0000,6.8148,1239666.1757,982848.6563,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,1996-10-21,67989.0000,1240696.3609,59179.0000,6.7173,1240695.0732,963453.8179,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,1996-10-22,66756.0000,1241738.5459,57830.0000,6.4788,1241737.2308,944248.6994,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,1996-10-23,66486.0000,1242765.0539,56843.0000,5.8947,1242763.7106,925186.3271,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,1996-10-24,65888.0000,1243800.6873,55694.0000,5.4634,1243799.3143,905929.4559,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,1996-10-25,65033.0000,1244841.3380,54396.0000,5.1138,1244839.9331,886044.2846,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,1996-10-28,64010.0000,1245882.8594,53419.0000,5.0438,1245881.4213,866323.5122,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,1996-10-29,65497.0000,1246933.5498,55129.0000,5.3172,1246932.0765,846362.4034,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,1996-10-30,65432.0000,1247989.2910,55064.0000,5.3110,1247987.7806,826230.8670,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,1996-10-31,65331.0000,1249091.6774,54842.0000,5.2285,1249090.1277,805989.4986,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,1996-11-01,66411.0000,1250203.3690,56366.0000,5.6113,1250201.7780,785807.5982,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,1996-11-04,66585.0000,1251320.2132,56400.0000,5.5376,1251318.5784,765451.7647,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,1996-11-05,66975.0000,1252458.9146,56926.0000,5.6648,1252457.2323,744483.2181,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,1996-11-06,67046.0000,1253581.9569,56643.0000,5.4449,1253580.2250,723799.8582,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,1996-11-07,66666.0000,1254718.5421,55511.0000,4.9763,1254716.7570,702884.5492,CDI_ajustado_pct
1990-02-05,11644.0000,1.8419,1996-11-08,65595.0000,1255847.7888,53951.0000,4.6334,1255845.9469,681819.5305,CDI_ajustado_pct
1990-02-06,11946.0000,1.9027,1996-11-11,65829.0000,1256982.2337,53883.0000,4.5105,1256980.3311,660646.0191,CDI_ajustado_pct
1990-02-07,12771.0000,1.9659,1996-11-12,65233.0000,1258113.5177,52462.0000,4.1079,1258111.5519,639981.2797,CDI_ajustado_pct
1990-02-08,13682.0000,2.0311,1996-11-13,65709.0000,1259233.2388,52027.0000,3.8026,1259231.2077,619983.9002,CDI_ajustado_pct
1990-02-09,14535.0000,2.0987,1996-11-14,65229.0000,1260358.1496,50694.0000,3.4877,1260356.0509,600528.6034,CDI_ajustado_pct
1990-02-13,15069.0000,2.2451,1996-11-18,65562.0000,1261479.8684,50493.0000,3.3508,1261477.6233,561878.2125,CDI_ajustado_pct
1990-02-14,15250.0000,2.3234,1996-11-19,65569.0000,1262602.5854,50319.0000,3.2996,1262600.2620,543428.7379,CDI_ajustado_pct
1990-02-15,16792.0000,2.4050,1996-11-20,65413.0000,1263726.3017,48621.0000,2.8955,1263723.8967,525455.3016,CDI_ajustado_pct
1990-02-16,17393.0000,2.4896,1996-11-21,66259.0000,1264846.8099,48866.0000,2.8095,1264844.3203,508048.0427,CDI_ajustado_pct
1990-02-19,17930.0000,2.5778,1996-11-22,66452.0000,1265968.3117,48522.0000,2.7062,1265965.7338,491096.4755,CDI_ajustado_pct
