DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,1994-10-28,49275.0000,614104.0243,-12340.0000,-0.2003,614103.0243,614103.0243,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,1994-11-01,47008.0000,616585.4551,-16728.0000,-0.2625,616584.4286,600632.7870,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,1994-11-03,45080.0000,617833.0110,-26542.0000,-0.3706,617831.9338,573549.7590,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,1994-11-04,46666.0000,619085.1546,-28972.0000,-0.3830,619084.0532,562106.4315,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,1994-11-07,48087.0000,620346.0268,-34228.0000,-0.4158,620344.9006,550828.2255,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,1994-11-08,47821.0000,621611.5326,-38975.0000,-0.4490,621610.3810,539752.7325,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,1994-11-09,48850.0000,622881.6901,-40809.0000,-0.4552,622880.5126,528982.4459,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,1994-11-10,49925.0000,624152.3688,-38966.0000,-0.4384,624151.1646,518331.7031,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,1994-11-11,49519.0000,625419.3981,40740.0000,4.6406,625418.1657,507492.0867,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,1994-11-14,49487.0000,626691.0821,40788.0000,4.6888,626689.8208,496860.5746,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,1994-11-16,49895.0000,627963.2650,40969.0000,4.5898,627961.9500,477518.3024,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,1994-11-17,48737.0000,629235.9393,39094.0000,4.0541,629234.5961,468439.2052,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,1994-11-18,47124.0000,630511.1929,36930.0000,3.6227,630509.8200,459235.9970,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,1994-11-21,44834.0000,631789.0311,34197.0000,3.2149,631787.6261,449689.7957,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,1994-11-22,44948.0000,633067.3488,34357.0000,3.2440,633065.9106,440202.3128,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,1994-11-23,43930.0000,634346.1448,33562.0000,3.2371,634344.6715,430565.1373,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,1994-11-24,45733.0000,635625.4116,35365.0000,3.4110,635623.9012,420815.0874,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,1994-11-25,43987.0000,636905.1353,33498.0000,3.1936,636903.5856,410969.2249,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,1994-11-28,43987.0000,638187.4356,33942.0000,3.3790,638185.8446,401128.2775,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,1994-11-29,46720.0000,639459.5537,36535.0000,3.5871,639457.9190,391166.7268,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,1994-11-30,46560.0000,640631.8941,36511.0000,3.6333,640630.2118,380802.1778,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,1994-12-01,46523.0000,641806.3838,36120.0000,3.4721,641804.6518,370569.1161,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,1994-12-02,45254.0000,642983.0267,34099.0000,3.0568,642981.2416,360194.1057,CDI_ajustado_pct
