DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2017-01-16,63831.0000,23743472.7415,2216.0000,0.0360,23743471.7415,23743471.7415,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2017-01-18,64149.0000,23766314.2295,413.0000,0.0065,23766313.2030,23151455.4598,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2017-01-19,63950.0000,23777743.2124,-3391.0000,-0.0504,23777742.1586,22564784.8562,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2017-01-20,64521.0000,23789177.6913,-7101.0000,-0.0991,23789176.6141,22084123.1561,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2017-01-23,65748.0000,23800617.6690,-9890.0000,-0.1308,23800616.5676,21610118.3282,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,2017-01-24,65840.0000,23812063.1480,-16475.0000,-0.2001,23812062.0218,21143650.6651,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2017-01-26,66190.0000,23834970.6208,-23469.0000,-0.2618,23834969.4433,20241892.5933,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2017-01-27,66033.0000,23846432.6198,-22858.0000,-0.2571,23846431.4156,19803474.0765,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2017-01-30,64301.0000,23857900.1308,55522.0000,6.3244,23857898.8984,19359359.1626,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2017-01-31,64670.0000,23869373.1564,55971.0000,6.4342,23869371.8951,18924433.4929,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2017-02-01,64836.0000,23880851.6992,56026.0000,6.3594,23880850.4115,18544521.5352,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2017-02-02,64578.0000,23892335.7620,55652.0000,6.2348,23892334.4469,18168341.2302,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,2017-02-03,64953.0000,23903825.3473,55310.0000,5.7358,23903824.0041,17795411.1032,CDI_ajustado_pct
