DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2012-03-19,67730.0000,14390867.8841,6115.0000,0.0992,14390866.8841,14390866.8841,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2012-03-21,66860.0000,14401216.2022,3124.0000,0.0490,14401215.1756,14028641.6685,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2012-03-22,65828.0000,14406393.1514,-1513.0000,-0.0225,14406392.0976,13671488.9105,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2012-03-23,65812.0000,14411592.8509,-5810.0000,-0.0811,14411591.7736,13378662.6064,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2012-03-26,66684.0000,14416778.7184,-8954.0000,-0.1184,14416777.6171,13089924.3442,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,2012-03-27,66037.0000,14421966.4521,-16278.0000,-0.1978,14421965.3259,12805820.7003,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,2012-03-28,65079.0000,14427150.8606,-21717.0000,-0.2502,14427149.7089,12527289.9487,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2012-03-29,64871.0000,14432337.1328,-24788.0000,-0.2765,14432335.9553,12256688.4330,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2012-03-30,64510.0000,14437546.1962,-24381.0000,-0.2743,14437544.9921,11989783.4185,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2012-04-02,65216.0000,14442746.6004,56437.0000,6.4286,14442745.3680,11719485.2767,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2012-04-03,64284.0000,14447948.8777,55585.0000,6.3898,14447947.6164,11454814.3528,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2012-04-04,63529.0000,14453168.7771,54719.0000,6.2110,14453167.4894,11223514.7049,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2012-04-05,63691.0000,14458385.3593,54765.0000,6.1354,14458384.0443,10994524.4378,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,2012-04-09,62923.0000,14463593.2697,52729.0000,5.1726,14463591.8968,10534652.8068,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,2012-04-10,61738.0000,14468813.6145,51101.0000,4.8041,14468812.2095,10298519.5302,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,2012-04-11,61293.0000,14474020.0724,50702.0000,4.7873,14474018.6342,10064507.2999,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,2012-04-12,63058.0000,14479223.1931,52690.0000,5.0820,14479221.7198,9827856.0035,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,2012-04-13,62105.0000,14484428.1842,51737.0000,4.9901,14484426.6738,9589421.1423,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,2012-04-16,61954.0000,14489629.6872,51465.0000,4.9066,14489628.1375,9349596.0447,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,2012-04-17,62698.0000,14494827.8419,52653.0000,5.2417,14494826.2509,9110645.0199,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,2012-04-18,63010.0000,14500033.0795,52825.0000,5.1865,14500031.4448,8869903.1960,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,2012-04-19,62618.0000,14504844.4805,52569.0000,5.2313,14504842.7982,8621940.7466,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,2012-04-20,62494.0000,14509662.8448,52091.0000,5.0073,14509661.1128,8377677.3488,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,2012-04-23,61539.0000,14514503.9938,50384.0000,4.5167,14514502.2087,8130934.1611,CDI_ajustado_pct
1990-02-05,11644.0000,1.8419,2012-04-24,61971.0000,14519320.1965,50327.0000,4.3221,14519318.3546,7882778.0184,CDI_ajustado_pct
1990-02-06,11946.0000,1.9027,2012-04-25,61750.0000,14524137.9973,49804.0000,4.1691,14524136.0947,7633621.9868,CDI_ajustado_pct
1990-02-07,12771.0000,1.9659,2012-04-26,62198.0000,14528957.3968,49427.0000,3.8703,14528955.4310,7390647.8923,CDI_ajustado_pct
1990-02-08,13682.0000,2.0311,2012-04-27,61691.0000,14533783.7712,48009.0000,3.5089,14533781.7401,7155723.7727,CDI_ajustado_pct
1990-02-09,14535.0000,2.0987,2012-04-30,61820.0000,14538595.7616,47285.0000,3.2532,14538593.6629,6927281.6533,CDI_ajustado_pct
1990-02-13,15069.0000,2.2451,2012-05-02,62423.0000,14543441.1848,47354.0000,3.1425,14543438.9397,6477833.0782,CDI_ajustado_pct
1990-02-14,15250.0000,2.3234,2012-05-03,62104.0000,14548288.2229,46854.0000,3.0724,14548285.8995,6261646.6055,CDI_ajustado_pct
1990-02-15,16792.0000,2.4050,2012-05-04,60820.0000,14553110.3985,44028.0000,2.6220,14553107.9935,6051169.6980,CDI_ajustado_pct
1990-02-16,17393.0000,2.4896,2012-05-07,61220.0000,14557934.1725,43827.0000,2.5198,14557931.6829,5847461.6819,CDI_ajustado_pct
1990-02-19,17930.0000,2.5778,2012-05-08,60365.0000,14562748.9181,42435.0000,2.3667,14562746.3402,5649215.6222,CDI_ajustado_pct
1990-02-20,17645.0000,2.6692,2012-05-09,59786.0000,14567565.2560,42141.0000,2.3883,14567562.5868,5457599.9191,CDI_ajustado_pct
1990-02-21,17722.0000,2.7608,2012-05-10,59702.0000,14572377.7969,41980.0000,2.3688,14572375.0360,5278251.7789,CDI_ajustado_pct
1990-02-22,16946.0000,2.8529,2012-05-11,59445.0000,14577191.9276,42499.0000,2.5079,14577189.0747,5109609.8568,CDI_ajustado_pct
1990-02-23,16597.0000,2.9387,2012-05-14,57539.0000,14581981.1182,40942.0000,2.4668,14581978.1795,4962009.2682,CDI_ajustado_pct
1990-02-28,16597.0000,3.0271,2012-05-17,54038.0000,14596517.7652,37441.0000,2.2559,14596514.7380,4821891.9042,CDI_ajustado_pct
