DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2018-01-03,77995.0000,25970730.5069,16380.0000,0.2658,25970729.5069,25970729.5069,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2018-01-05,79071.0000,25984467.7229,15335.0000,0.2406,25984466.6964,25312223.1551,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2018-01-08,79378.0000,25991339.0556,12037.0000,0.1787,25991338.0018,24665460.0855,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2018-01-09,78863.0000,25998212.2053,7241.0000,0.1011,25998211.1281,24134828.4433,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2018-01-10,78200.0000,26005087.1725,2562.0000,0.0339,26005086.0711,23611698.6943,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,2018-01-11,79365.0000,26011963.9577,-2950.0000,-0.0358,26011962.8315,23097027.6627,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,2018-01-12,79349.0000,26018842.5615,-7447.0000,-0.0858,26018841.4098,22592513.2161,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2018-01-15,79752.0000,26025722.9842,-9907.0000,-0.1105,26025721.8067,22102393.1551,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2018-01-16,79831.0000,26032605.2264,-9060.0000,-0.1019,26032604.0223,21618999.9213,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2018-01-17,81189.0000,26039489.2885,72410.0000,8.2481,26039488.0562,21129597.5323,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2018-01-18,80962.0000,26046375.1711,72263.0000,8.3070,26046373.9098,20650433.2394,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2018-01-19,81219.0000,26053262.8745,72409.0000,8.2190,26053261.5868,20231493.5286,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2018-01-22,81675.0000,26060152.3994,72749.0000,8.1502,26060151.0843,19816804.3588,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,2018-01-23,80678.0000,26067043.7461,71035.0000,7.3665,26067042.4028,19405837.9832,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,2018-01-24,83679.0000,26073936.9151,73485.0000,7.2087,26073935.5422,18991123.3810,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,2018-01-26,85530.0000,26087728.7222,74939.0000,7.0757,26087727.2841,18140098.3600,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,2018-01-29,84698.0000,26094627.3612,74330.0000,7.1692,26094625.8879,17711879.1779,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,2018-01-30,84482.0000,26101527.8244,74114.0000,7.1483,26101526.3140,17280527.1426,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,2018-01-31,84912.0000,26108430.1124,74423.0000,7.0953,26108428.5627,16846758.1160,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,2018-02-01,85495.0000,26115334.2257,75450.0000,7.5112,26115332.6347,16414651.7587,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,2018-02-02,84041.0000,26122240.1647,73856.0000,7.2514,26122238.5299,15979394.7969,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,2018-02-05,81861.0000,26129147.9299,71812.0000,7.1462,26129146.2476,15531636.8360,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,2018-02-06,83894.0000,26136057.5218,73491.0000,7.0644,26136055.7898,15090596.5946,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,2018-02-07,82766.0000,26142968.9408,71611.0000,6.4196,26142967.1557,14645128.1390,CDI_ajustado_pct
1990-02-05,11644.0000,1.8419,2018-02-08,81532.0000,26149639.3193,69888.0000,6.0021,26149637.4774,14197070.5829,CDI_ajustado_pct
1990-02-06,11946.0000,1.9027,2018-02-09,80898.0000,26156311.3998,68952.0000,5.7720,26156309.4972,13747280.9376,CDI_ajustado_pct
1990-02-09,14535.0000,2.0987,2018-02-14,83542.0000,26162985.1827,69007.0000,4.7476,26162983.0839,12466016.7905,CDI_ajustado_pct
1990-02-12,15608.0000,2.1698,2018-02-15,84290.0000,26169660.6683,68682.0000,4.4004,26169658.4986,12061100.1276,CDI_ajustado_pct
1990-02-13,15069.0000,2.2451,2018-02-16,84524.0000,26176337.8572,69455.0000,4.6091,26176335.6121,11659273.5320,CDI_ajustado_pct
1990-02-14,15250.0000,2.3234,2018-02-19,84792.0000,26183016.7499,69542.0000,4.5601,26183014.4265,11269285.2297,CDI_ajustado_pct
1990-02-15,16792.0000,2.4050,2018-02-20,85803.0000,26189697.3466,69011.0000,4.1098,26189694.9416,10889652.4715,CDI_ajustado_pct
1990-02-16,17393.0000,2.4896,2018-02-21,86051.0000,26196379.6479,68658.0000,3.9475,26196377.1582,10522257.8985,CDI_ajustado_pct
1990-02-19,17930.0000,2.5778,2018-02-22,86686.0000,26203063.6541,68756.0000,3.8347,26203061.0763,10164754.5403,CDI_ajustado_pct
1990-02-20,17645.0000,2.6692,2018-02-23,87293.0000,26209749.3658,69648.0000,3.9472,26209746.6966,9819234.3846,CDI_ajustado_pct
1990-02-21,17722.0000,2.7608,2018-02-26,87652.0000,26216436.7834,69930.0000,3.9459,26216434.0225,9495839.8458,CDI_ajustado_pct
1990-02-22,16946.0000,2.8529,2018-02-27,86935.0000,26223125.9072,69989.0000,4.1301,26223123.0543,9191753.4545,CDI_ajustado_pct
1990-02-23,16597.0000,2.9387,2018-02-28,85353.0000,26229816.7378,68756.0000,4.1427,26229813.7991,8925577.6940,CDI_ajustado_pct
1990-02-28,16597.0000,3.0271,2018-03-05,86022.0000,26249899.4742,69425.0000,4.1830,26249896.4471,8671533.2691,CDI_ajustado_pct
1990-03-01,17208.0000,3.1127,2018-03-06,85653.0000,26256597.1361,68445.0000,3.9775,26256594.0234,8435385.2461,CDI_ajustado_pct
1990-03-02,18100.0000,3.2017,2018-03-07,85483.0000,26263296.5069,67383.0000,3.7228,26263293.3052,8203039.9114,CDI_ajustado_pct
1990-03-05,20055.0000,3.2934,2018-03-08,84984.0000,26269997.5870,64929.0000,3.2375,26269994.2936,7976644.1504,CDI_ajustado_pct
1990-03-06,21904.0000,3.3867,2018-03-09,86371.0000,26276700.3768,64467.0000,2.9432,26276696.9902,7758878.9352,CDI_ajustado_pct
1990-03-07,20455.0000,3.4815,2018-03-12,86900.0000,26283404.8769,66445.0000,3.2484,26283401.3954,7549365.2323,CDI_ajustado_pct
1990-03-08,20325.0000,3.5778,2018-03-13,86383.0000,26290111.0877,66058.0000,3.2501,26290107.5099,7348082.2678,CDI_ajustado_pct
1990-03-09,18841.0000,3.6737,2018-03-14,86050.0000,26296819.0095,67209.0000,3.5672,26296815.3359,7158171.7868,CDI_ajustado_pct
1990-03-12,18657.0000,3.7673,2018-03-15,84928.0000,26303528.6429,66271.0000,3.5521,26303524.8756,6982045.2459,CDI_ajustado_pct
1990-03-13,18653.0000,3.8664,2018-03-16,84886.0000,26310239.9882,66233.0000,3.5508,26310236.1219,6804919.7016,CDI_ajustado_pct
1990-03-19,16384.0000,3.8905,2018-03-22,84767.0000,26336857.0988,68383.0000,4.1738,26336853.2082,6769472.2417,CDI_ajustado_pct
1990-03-20,12952.0000,3.9148,2018-03-23,84377.0000,26343331.4883,71425.0000,5.5146,26343327.5735,6729124.2319,CDI_ajustado_pct
1990-03-21,10067.0000,3.9392,2018-03-26,85087.0000,26349807.4695,75020.0000,7.4521,26349803.5303,6689149.6608,CDI_ajustado_pct
1990-03-22,9333.0000,3.9636,2018-03-27,83808.0000,26356285.0427,74475.0000,7.9797,26356281.0791,6649566.7347,CDI_ajustado_pct
1990-03-23,9436.0000,3.9886,2018-03-28,83874.0000,26362764.2082,74438.0000,7.8887,26362760.2196,6609473.6036,CDI_ajustado_pct
1990-03-26,8809.0000,4.0138,2018-03-29,85365.0000,26369244.9666,76556.0000,8.6907,26369240.9528,6569665.6910,CDI_ajustado_pct
1990-03-28,7390.0000,4.0676,2018-04-02,84666.0000,26375727.3181,77276.0000,10.4568,26375723.2505,6484360.7081,CDI_ajustado_pct
1990-03-29,6856.0000,4.0980,2018-04-03,84623.0000,26382211.2631,77767.0000,11.3429,26382207.1651,6437885.1870,CDI_ajustado_pct
1990-03-30,7275.0000,4.1286,2018-04-04,84359.0000,26388696.8021,77084.0000,10.5957,26388692.6735,6391615.8862,CDI_ajustado_pct
1990-04-02,7664.0000,4.1469,2018-04-05,85209.0000,26395183.9354,77545.0000,10.1181,26395179.7885,6364990.2263,CDI_ajustado_pct
1990-04-03,9464.0000,4.1647,2018-04-06,84820.0000,26401672.6635,75356.0000,7.9624,26401668.4988,6339443.2211,CDI_ajustado_pct
1990-04-04,9833.0000,4.1806,2018-04-09,83307.0000,26408162.9867,73474.0000,7.4722,26408158.8061,6316808.2672,CDI_ajustado_pct
1990-04-05,11315.0000,4.1949,2018-04-10,84510.0000,26414654.9054,73195.0000,6.4688,26414650.7105,6296867.8371,CDI_ajustado_pct
1990-04-06,10435.0000,4.2083,2018-04-11,85245.0000,26421148.4200,74810.0000,7.1691,26421144.2117,6278345.9929,CDI_ajustado_pct
1990-04-09,9281.0000,4.2226,2018-04-12,85443.0000,26427643.5309,76162.0000,8.2062,26427639.3083,6258630.8918,CDI_ajustado_pct
1990-04-10,10082.0000,4.2381,2018-04-13,84334.0000,26434140.2385,74252.0000,7.3648,26434136.0005,6237320.0858,CDI_ajustado_pct
1990-04-11,10615.0000,4.2553,2018-04-16,82861.0000,26440638.5432,72246.0000,6.8060,26440634.2880,6213626.0805,CDI_ajustado_pct
1990-04-16,11404.0000,4.2671,2018-04-19,85824.0000,26460143.0438,74420.0000,6.5258,26460138.7767,6200976.1253,CDI_ajustado_pct
1990-04-17,13722.0000,4.2768,2018-04-20,85550.0000,26466647.7407,71828.0000,5.2345,26466643.4639,6188432.1608,CDI_ajustado_pct
1990-04-18,13902.0000,4.2848,2018-04-23,85602.0000,26473154.0367,71700.0000,5.1575,26473149.7520,6178399.8537,CDI_ajustado_pct
1990-04-19,14669.0000,4.2914,2018-04-24,85469.0000,26479661.9322,70800.0000,4.8265,26479657.6408,6170334.1233,CDI_ajustado_pct
1990-04-20,14698.0000,4.2980,2018-04-25,85044.0000,26486171.4275,70346.0000,4.7861,26486167.1295,6162401.9794,CDI_ajustado_pct
1990-04-23,14811.0000,4.3043,2018-04-26,86383.0000,26492682.5230,71572.0000,4.8324,26492678.2187,6154889.6894,CDI_ajustado_pct
1990-04-24,15272.0000,4.3109,2018-04-27,86444.0000,26499195.2192,71172.0000,4.6603,26499190.9083,6147059.2147,CDI_ajustado_pct
1990-04-25,15777.0000,4.3172,2018-04-30,86115.0000,26505709.5163,70338.0000,4.4583,26505705.1991,6139504.3232,CDI_ajustado_pct
1990-04-27,16092.0000,4.3305,2018-05-02,84547.0000,26512225.4149,68455.0000,4.2540,26512221.0844,6122244.7271,CDI_ajustado_pct
1990-04-30,15587.0000,4.3401,2018-05-03,83288.0000,26518742.9153,67701.0000,4.3434,26518738.5751,6110124.1796,CDI_ajustado_pct
1990-05-02,15364.0000,4.3519,2018-05-07,82714.0000,26531782.7230,67350.0000,4.3836,26531778.3711,6096606.8457,CDI_ajustado_pct
1990-05-03,16779.0000,4.3631,2018-05-08,82956.0000,26538305.0311,66177.0000,3.9440,26538300.6680,6082372.4818,CDI_ajustado_pct
1990-05-04,15926.0000,4.3737,2018-05-09,84265.0000,26544828.9427,68339.0000,4.2910,26544824.5689,6069139.9095,CDI_ajustado_pct
1990-05-07,15186.0000,4.3843,2018-05-10,85861.0000,26551354.4580,70675.0000,4.6540,26551350.0736,6055976.4211,CDI_ajustado_pct
