DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2010-04-13,70792.0000,11768888.8381,9177.0000,0.1489,11768887.8381,11768887.8381,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2010-04-15,70524.0000,11776610.1422,6788.0000,0.1065,11776609.1156,11471936.7316,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2010-04-16,69421.0000,11780479.2297,2080.0000,0.0309,11780478.1759,11179528.8960,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2010-04-19,69097.0000,11784349.5883,-2525.0000,-0.0353,11784348.5111,10939723.0537,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2010-04-20,69318.0000,11788221.2185,-6320.0000,-0.0836,11788220.1171,10703287.0719,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,2010-04-22,69386.0000,11792089.7591,-17410.0000,-0.2006,11792088.6074,10239230.6218,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2010-04-23,69509.0000,11795959.5692,-20150.0000,-0.2247,11795958.3917,10017739.8325,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2010-04-26,68871.0000,11799830.6492,-20020.0000,-0.2252,11799829.4451,9799269.8551,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2010-04-27,66511.0000,11803707.3656,57732.0000,6.5761,11803706.1332,9578051.5902,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2010-04-28,66655.0000,11807580.9882,57956.0000,6.6624,11807579.7269,9361442.6989,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2010-04-29,67978.0000,11811782.7159,59168.0000,6.7160,11811781.4282,9172363.2655,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2010-04-30,67529.0000,11815985.9388,58603.0000,6.5654,11815984.6237,8985176.4419,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,2010-05-03,67119.0000,11820203.5368,57476.0000,5.9604,11820202.1936,8799653.0313,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,2010-05-04,64869.0000,11824422.6403,54675.0000,5.3634,11824421.2673,8612395.4258,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,2010-05-05,64914.0000,11828643.2497,54277.0000,5.1027,11828641.8447,8419315.7870,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,2010-05-06,63414.0000,11832856.7307,52823.0000,4.9875,11832855.2926,8227974.6545,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,2010-05-07,62870.0000,11837071.7126,52502.0000,5.0639,11837070.2393,8034480.3102,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,2010-05-10,65452.0000,11841283.9346,55084.0000,5.3129,11841282.4241,7839526.3124,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,2010-05-11,64424.0000,11845493.3926,53935.0000,5.1421,11845491.8428,7643437.2663,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,2010-05-12,65223.0000,11849708.6114,55178.0000,5.4931,11849707.0204,7448069.5653,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,2010-05-13,64788.0000,11853925.3302,54603.0000,5.3611,11853923.6955,7251236.3902,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,2010-05-14,63412.0000,11858143.5496,53363.0000,5.3103,11858141.8672,7048693.8719,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,2010-05-17,62866.0000,11862363.2699,52463.0000,5.0431,11862361.5380,6849163.2429,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,2010-05-18,60841.0000,11866580.2215,49686.0000,4.4541,11866578.4364,6647583.6785,CDI_ajustado_pct
1990-02-05,11644.0000,1.8419,2010-05-19,59689.0000,11870798.6721,48045.0000,4.1262,11870796.8302,6444851.8882,CDI_ajustado_pct
1990-02-06,11946.0000,1.9027,2010-05-20,58192.0000,11875018.6223,46246.0000,3.8713,11875016.7196,6241292.9852,CDI_ajustado_pct
1990-02-07,12771.0000,1.9659,2010-05-21,60259.0000,11879240.0726,47488.0000,3.7184,11879238.1068,6042778.9523,CDI_ajustado_pct
1990-02-08,13682.0000,2.0311,2010-05-24,59915.0000,11883467.3002,46233.0000,3.3791,11883465.2692,5850837.4798,CDI_ajustado_pct
1990-02-09,14535.0000,2.0987,2010-05-25,59184.0000,11887696.0321,44649.0000,3.0718,11887693.9333,5664193.2496,CDI_ajustado_pct
1990-02-12,15608.0000,2.1698,2010-05-26,60190.0000,11891926.2687,44582.0000,2.8564,11891924.0989,5480762.6655,CDI_ajustado_pct
1990-02-13,15069.0000,2.2451,2010-05-27,62091.0000,11896153.7296,47022.0000,3.1204,11896151.4845,5298697.5026,CDI_ajustado_pct
1990-02-14,15250.0000,2.3234,2010-05-28,61946.0000,11900386.9759,46696.0000,3.0620,11900384.6525,5121978.1958,CDI_ajustado_pct
1990-02-15,16792.0000,2.4050,2010-05-31,63043.0000,11904617.4444,46251.0000,2.7543,11904615.0394,4949928.6218,CDI_ajustado_pct
1990-02-16,17393.0000,2.4896,2010-06-01,61840.0000,11908862.2739,44447.0000,2.5555,11908859.7843,4783413.1098,CDI_ajustado_pct
1990-02-19,17930.0000,2.5778,2010-06-02,62942.0000,11913108.6169,45012.0000,2.5104,11913106.0391,4621360.7772,CDI_ajustado_pct
1990-02-21,17722.0000,2.7608,2010-06-04,61675.0000,11917352.1853,43953.0000,2.4801,11917349.4245,4316576.4430,CDI_ajustado_pct
1990-02-22,16946.0000,2.8529,2010-06-07,61182.0000,11921601.5556,44236.0000,2.6104,11921598.7027,4178769.8525,CDI_ajustado_pct
1990-02-23,16597.0000,2.9387,2010-06-08,61793.0000,11925848.1493,45196.0000,2.7231,11925845.2106,4058170.5539,CDI_ajustado_pct
1990-02-28,16597.0000,3.0271,2010-06-11,63605.0000,11939205.6679,47008.0000,2.8323,11939202.6407,3944061.0028,CDI_ajustado_pct
1990-03-01,17208.0000,3.1127,2010-06-14,63532.0000,11943769.4292,46324.0000,2.6920,11943766.3166,3837141.6369,CDI_ajustado_pct
1990-03-02,18100.0000,3.2017,2010-06-15,64442.0000,11948343.6540,46342.0000,2.5603,11948340.4524,3731927.7696,CDI_ajustado_pct
1990-03-05,20055.0000,3.2934,2010-06-16,64750.0000,11952915.2098,44695.0000,2.2286,11952911.9164,3629392.6772,CDI_ajustado_pct
1990-03-06,21904.0000,3.3867,2010-06-17,64540.0000,11957488.5147,42636.0000,1.9465,11957485.1280,3530758.8131,CDI_ajustado_pct
1990-03-07,20455.0000,3.4815,2010-06-18,64437.0000,11962067.9937,43982.0000,2.1502,11962064.5121,3435856.4394,CDI_ajustado_pct
1990-03-08,20325.0000,3.5778,2010-06-21,64829.0000,11966649.2265,44504.0000,2.1896,11966645.6486,3344676.1928,CDI_ajustado_pct
1990-03-09,18841.0000,3.6737,2010-06-22,64810.0000,11971232.2138,45969.0000,2.4398,11971228.5401,3258649.7374,CDI_ajustado_pct
1990-03-12,18657.0000,3.7673,2010-06-23,65160.0000,11975816.9563,46503.0000,2.4925,11975813.1890,3178876.9732,CDI_ajustado_pct
