DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,2014-02-21,47380.0000,16742755.5964,-14235.0000,-0.2310,16742754.5964,16742754.5964,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,2014-02-25,46715.0000,16755775.2841,-17021.0000,-0.2671,16755774.2576,16322286.0065,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,2014-02-26,46599.0000,16762325.1167,-20742.0000,-0.3080,16762324.0629,15907239.3690,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,2014-02-27,47606.0000,16769022.0008,-24016.0000,-0.3353,16769020.9236,15567126.5673,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,2014-02-28,47094.0000,16775721.5605,-28544.0000,-0.3774,16775720.4591,15231761.0400,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,2014-03-05,46589.0000,16782399.8075,-43070.0000,-0.4804,16782398.6300,14252483.5760,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,2014-03-06,47093.0000,16789080.7130,-41798.0000,-0.4702,16789079.5089,13942635.4840,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,2014-03-07,46244.0000,16795764.2782,37465.0000,4.2676,16795763.0458,13628828.3641,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,2014-03-10,45533.0000,16802450.5040,36834.0000,4.2343,16802449.2427,13321541.7066,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,2014-03-11,45697.0000,16809139.3915,36887.0000,4.1869,16809138.1037,13053028.6058,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,2014-03-12,45861.0000,16815830.9418,36935.0000,4.1379,16815829.6267,12787186.2587,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,2014-03-13,45443.0000,16822525.1559,35800.0000,3.7125,16822523.8127,12523675.1655,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,2014-03-14,44965.0000,16829222.0350,34771.0000,3.4109,16829220.6620,12257674.1621,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,2014-03-17,45117.0000,16835921.5800,34480.0000,3.2415,16835920.1750,11983364.6481,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,2014-03-18,46150.0000,16842623.7920,35559.0000,3.3575,16842622.3539,11711515.6415,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,2014-03-19,46567.0000,16849352.7570,36199.0000,3.4914,16849351.2838,11436595.2379,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,2014-03-20,47278.0000,16856084.4105,36910.0000,3.5600,16856082.9000,11159577.2051,CDI_ajustado_pct
1990-01-26,10489.0000,1.5498,2014-03-21,47380.0000,16862818.7533,36891.0000,3.5171,16862817.2035,10880923.0667,CDI_ajustado_pct
1990-01-29,10045.0000,1.5910,2014-03-24,47993.0000,16869555.7866,37948.0000,3.7778,16869554.1957,10603267.4873,CDI_ajustado_pct
1990-01-30,10185.0000,1.6347,2014-03-25,48180.0000,16876295.5116,37995.0000,3.7305,16876293.8768,10323501.2672,CDI_ajustado_pct
1990-01-31,10049.0000,1.6823,2014-03-26,47965.0000,16883037.9292,37916.0000,3.7731,16883036.2468,10035581.9203,CDI_ajustado_pct
1990-02-01,10403.0000,1.7319,2014-03-27,49646.0000,16889758.8977,39243.0000,3.7723,16889757.1658,9751911.8424,CDI_ajustado_pct
1990-02-02,11155.0000,1.7851,2014-03-28,49768.0000,16896482.5418,38613.0000,3.4615,16896480.7567,9465303.7777,CDI_ajustado_pct
1990-02-05,11644.0000,1.8419,2014-03-31,50414.0000,16903208.8626,38770.0000,3.3296,16903207.0207,9177030.5939,CDI_ajustado_pct
1990-02-06,11946.0000,1.9027,2014-04-01,50270.0000,16909937.8610,38324.0000,3.2081,16909935.9583,8887555.0384,CDI_ajustado_pct
1990-02-07,12771.0000,1.9659,2014-04-02,51701.0000,16916669.5382,38930.0000,3.0483,16916667.5723,8605238.9749,CDI_ajustado_pct
1990-02-08,13682.0000,2.0311,2014-04-03,51408.0000,16923555.4685,37726.0000,2.7573,16923553.4374,8332330.5535,CDI_ajustado_pct
1990-02-09,14535.0000,2.0987,2014-04-04,51081.0000,16930444.2017,36546.0000,2.5143,16930442.1030,8066938.5005,CDI_ajustado_pct
1990-02-12,15608.0000,2.1698,2014-04-07,52155.0000,16937335.7391,36547.0000,2.3416,16937333.5693,7806096.3648,CDI_ajustado_pct
1990-02-13,15069.0000,2.2451,2014-04-08,51629.0000,16944230.0816,36560.0000,2.4262,16944227.8365,7547175.0539,CDI_ajustado_pct
1990-02-14,15250.0000,2.3234,2014-04-09,51185.0000,16951127.2304,35935.0000,2.3564,16951124.9070,7295839.1433,CDI_ajustado_pct
1990-02-15,16792.0000,2.4050,2014-04-10,51127.0000,16958027.1868,34335.0000,2.0447,16958024.7818,7051132.0154,CDI_ajustado_pct
1990-02-16,17393.0000,2.4896,2014-04-11,51867.0000,16964929.9517,34474.0000,1.9821,16964927.4621,6814275.9172,CDI_ajustado_pct
1990-02-19,17930.0000,2.5778,2014-04-14,51596.0000,16971835.5265,33666.0000,1.8776,16971832.9486,6583754.2995,CDI_ajustado_pct
1990-02-20,17645.0000,2.6692,2014-04-15,50454.0000,16978743.9121,32809.0000,1.8594,16978741.2429,6360925.2600,CDI_ajustado_pct
1990-02-21,17722.0000,2.7608,2014-04-16,51200.0000,16985655.1098,33478.0000,1.8891,16985652.3490,6152363.5993,CDI_ajustado_pct
1990-02-22,16946.0000,2.8529,2014-04-17,52111.0000,16992569.1207,35165.0000,2.0751,16992566.2678,5956250.1144,CDI_ajustado_pct
1990-02-28,16597.0000,3.0271,2014-04-23,51569.0000,17006405.5868,34972.0000,2.1071,17006402.5596,5617987.3273,CDI_ajustado_pct
1990-03-01,17208.0000,3.1127,2014-04-24,51817.0000,17013328.0442,34609.0000,2.0112,17013324.9315,5465825.0795,CDI_ajustado_pct
1990-03-02,18100.0000,3.2017,2014-04-25,51399.0000,17020253.3193,33299.0000,1.8397,17020250.1177,5316080.8660,CDI_ajustado_pct
1990-03-05,20055.0000,3.2934,2014-04-28,51395.0000,17027181.4134,31340.0000,1.5627,17027178.1201,5170147.3259,CDI_ajustado_pct
1990-03-06,21904.0000,3.3867,2014-04-29,51838.0000,17034112.3276,29934.0000,1.3666,17034108.9410,5029764.1706,CDI_ajustado_pct
1990-03-07,20455.0000,3.4815,2014-04-30,51626.0000,17041046.0631,31171.0000,1.5239,17041042.5815,4894688.1894,CDI_ajustado_pct
1990-03-09,18841.0000,3.6737,2014-05-02,52980.0000,17047982.6209,34139.0000,1.8120,17047978.9472,4640575.6881,CDI_ajustado_pct
1990-03-12,18657.0000,3.7673,2014-05-05,53446.0000,17054922.0022,34789.0000,1.8647,17054918.2349,4527081.8776,CDI_ajustado_pct
1990-03-13,18653.0000,3.8664,2014-05-06,53779.0000,17061864.2082,35126.0000,1.8831,17061860.3418,4412905.6482,CDI_ajustado_pct
1990-03-19,16384.0000,3.8905,2014-05-12,54052.0000,17089661.3019,37668.0000,2.2991,17089657.4114,4392626.5812,CDI_ajustado_pct
