DATA_start,BOVESPA_start,CDI_ajustado_start,DATA_end,BOVESPA_end,CDI_ajustado_end,BOVESPA_diff,BOVESPA_pct,CDI_ajustado_diff,CDI_ajustado_pct,winner
1989-12-29,61615.0000,1.0000,1997-09-22,11697.0000,1489995.0519,-49918.0000,-0.8102,1489994.0519,1489994.0519,CDI_ajustado_pct
1990-01-02,63736.0000,1.0266,1997-09-24,11482.0000,1492121.5413,-52254.0000,-0.8199,1492120.5147,1453517.8992,CDI_ajustado_pct
1990-01-03,67341.0000,1.0538,1997-09-25,11384.0000,1493175.9788,-55957.0000,-0.8309,1493174.9251,1417004.6387,CDI_ajustado_pct
1990-01-04,71622.0000,1.0772,1997-09-26,11533.0000,1494226.1743,-60089.0000,-0.8390,1494225.0971,1387128.7604,CDI_ajustado_pct
1990-01-05,75638.0000,1.1014,1997-09-29,11614.0000,1495257.1903,-64024.0000,-0.8465,1495256.0890,1357639.6612,CDI_ajustado_pct
1990-01-08,82315.0000,1.1262,1997-09-30,11797.0000,1496288.9178,-70518.0000,-0.8567,1496287.7916,1328611.7906,CDI_ajustado_pct
1990-01-09,86796.0000,1.1517,1997-10-01,12173.0000,1497316.3745,-74623.0000,-0.8598,1497315.2229,1300139.1349,CDI_ajustado_pct
1990-01-10,89659.0000,1.1775,1997-10-02,12396.0000,1498339.5357,-77263.0000,-0.8617,1498338.3582,1272466.6666,CDI_ajustado_pct
1990-01-11,88891.0000,1.2042,1997-10-03,12540.0000,1499363.3961,-76351.0000,-0.8589,1499362.1919,1245158.2286,CDI_ajustado_pct
1990-01-12,8779.0000,1.2324,1997-10-06,12688.0000,1500387.9561,3909.0000,0.4453,1500386.7237,1217480.4492,CDI_ajustado_pct
1990-01-15,8699.0000,1.2613,1997-10-07,12480.0000,1501413.2162,3781.0000,0.4346,1501411.9549,1190369.4329,CDI_ajustado_pct
1990-01-16,8810.0000,1.2878,1997-10-08,12432.0000,1502439.1769,3622.0000,0.4111,1502437.8891,1166708.5263,CDI_ajustado_pct
1990-01-17,8926.0000,1.3151,1997-10-09,12684.0000,1503465.8386,3758.0000,0.4210,1503464.5236,1143272.8163,CDI_ajustado_pct
1990-01-18,9643.0000,1.3433,1997-10-10,12737.0000,1504493.2019,3094.0000,0.3209,1504491.8587,1120032.1389,CDI_ajustado_pct
1990-01-19,10194.0000,1.3730,1997-10-13,12697.0000,1505521.2673,2503.0000,0.2455,1505519.8943,1096555.3711,CDI_ajustado_pct
1990-01-22,10637.0000,1.4049,1997-10-14,12895.0000,1506555.0636,2258.0000,0.2123,1506553.6586,1072325.2228,CDI_ajustado_pct
1990-01-23,10591.0000,1.4381,1997-10-15,12830.0000,1507594.5866,2239.0000,0.2114,1507593.1484,1048304.7335,CDI_ajustado_pct
1990-01-24,10368.0000,1.4733,1997-10-16,12578.0000,1508634.8268,2210.0000,0.2132,1508633.3535,1023993.6681,CDI_ajustado_pct
1990-01-25,10368.0000,1.5105,1997-10-17,12487.0000,1509675.7848,2119.0000,0.2044,1509674.2744,999480.5270,CDI_ajustado_pct
